model,interest_rate,loan_amount,loan_term,run_code,expected_answer,actual_answer,question_number
gpt-4o,3,600000,15,True,4143.49,4143.49,1
gpt-4o,3,600000,15,False,4143.49,4147.28,1
gpt-4o,3,600000,15,False,4143.49,4148.81,1
gpt-4o,3,600000,15,False,4143.49,4147.27,1
gpt-4o,3,600000,15,False,4143.49,4147.0,1
gpt-4o,3,600000,15,False,4143.49,4147.49,1
gpt-4o,3,600000,30,True,2529.62,2530.74,1
gpt-4o,3,600000,30,True,2529.62,2531.21,1
gpt-4o,3,600000,30,True,2529.62,2529.624202376736,1
gpt-4o,3,600000,30,True,2529.62,2529.624202376736,1
gpt-4o,3,600000,30,True,2529.62,2531.21,1
gpt-4o,3,600000,30,False,2529.62,2531.21,1
gpt-4o,3,600000,30,False,2529.62,2530.31,1
gpt-4o,3,600000,30,False,2529.62,2530.31,1
gpt-4o,3,600000,30,False,2529.62,2531.21,1
gpt-4o,3,600000,30,False,2529.62,2530.68,1
gpt-4o,3,700000,15,True,4834.07,4835.11,1
gpt-4o,3,700000,15,True,4834.07,4834.071481946012,1
gpt-4o,3,700000,15,True,4834.07,4834.00605,1
gpt-4o,3,700000,15,True,4834.07,4834.07,1
gpt-4o,3,700000,15,True,4834.07,4834.9734,1
gpt-4o,3,700000,15,False,4834.07,4832.004288,1
gpt-4o,3,700000,15,False,4834.07,4831.23,1
gpt-4o,3,700000,15,False,4834.07,4833.79,1
gpt-4o,3,700000,15,False,4834.07,4836.46,1
gpt-4o,3,700000,15,False,4834.07,4834.68,1
gpt-4o,3,700000,30,True,2951.23,2951.0665273792265,1
gpt-4o,3,700000,30,True,2951.23,2951.23,1
gpt-4o,3,700000,30,True,2951.23,2953.03862641784,1
gpt-4o,3,700000,30,True,2951.23,2951.08,1
gpt-4o,3,700000,30,True,2951.23,2951.16,1
gpt-4o,3,700000,30,False,2951.23,2953.04,1
gpt-4o,3,700000,30,False,2951.23,2951.19,1
gpt-4o,3,700000,30,False,2951.23,2953.04,1
gpt-4o,3,700000,30,False,2951.23,2951.2,1
gpt-4o,3,700000,30,False,2951.23,2952.99,1
gpt-4o,3,800000,15,True,5524.65,5524.653122224014,1
gpt-4o,3,800000,15,True,5524.65,5524.65,1
gpt-4o,3,800000,15,True,5524.65,5525.158,1
gpt-4o,3,800000,15,True,5524.65,5524.65,1
gpt-4o,3,800000,15,True,5524.65,5524.653122224014,1
gpt-4o,3,800000,15,False,5524.65,5527.51,1
gpt-4o,3,800000,15,False,5524.65,5524.53,1
gpt-4o,3,800000,15,False,5524.65,5525.86,1
gpt-4o,3,800000,15,False,5524.65,5527.21,1
gpt-4o,3,800000,15,False,5524.65,5527.06,1
gpt-4o,3,800000,30,True,3372.83,3372.83,1
gpt-4o,3,800000,30,True,3372.83,3372.86,1
gpt-4o,3,800000,30,True,3372.83,3372.83,1
gpt-4o,3,800000,30,True,3372.83,3373.38,1
gpt-4o,3,800000,30,True,3372.83,3372.83,1
gpt-4o,3,800000,30,False,3372.83,3372.86,1
gpt-4o,3,800000,30,False,3372.83,3372.0,1
gpt-4o,3,800000,30,False,3372.83,3373.96,1
gpt-4o,3,800000,30,False,3372.83,3373.11,1
gpt-4o,3,800000,30,False,3372.83,3372.86,1
gpt-4o,3,900000,15,True,6215.23,6215.23,1
gpt-4o,3,900000,15,True,6215.23,6215.23,1
gpt-4o,3,900000,15,True,6215.23,6215.23,1
gpt-4o,3,900000,15,True,6215.23,6215.23,1
gpt-4o,3,900000,15,True,6215.23,6217.93,1
gpt-4o,3,900000,15,False,6215.23,6218.0,1
gpt-4o,3,900000,15,False,6215.23,6217.84,1
gpt-4o,3,900000,15,False,6215.23,6217.35,1
gpt-4o,3,900000,15,False,6215.23,6213.59,1
gpt-4o,3,900000,15,False,6215.23,6217.0,1
gpt-4o,3,900000,30,True,3794.44,3794.44,1
gpt-4o,3,900000,30,True,3794.44,3795.45,1
gpt-4o,3,900000,30,True,3794.44,3794.44,1
gpt-4o,3,900000,30,True,3794.44,3795.0,1
gpt-4o,3,900000,30,True,3794.44,3794.44,1
gpt-4o,3,900000,30,False,3794.44,3795.44,1
gpt-4o,3,900000,30,False,3794.44,3793.0,1
gpt-4o,3,900000,30,False,3794.44,3795.44,1
gpt-4o,3,900000,30,False,3794.44,3795.44,1
gpt-4o,3,900000,30,False,3794.44,3793.44,1
gpt-4o,3,1000000,15,True,6905.82,6905.22,1
gpt-4o,3,1000000,15,True,6905.82,6905.816402780017,1
gpt-4o,3,1000000,15,True,6905.82,6905.82,1
gpt-4o,3,1000000,15,True,6905.82,6905.816402780017,1
gpt-4o,3,1000000,15,True,6905.82,6903.31,1
gpt-4o,3,1000000,15,False,6905.82,6904.11,1
gpt-4o,3,1000000,15,False,6905.82,6904.02,1
gpt-4o,3,1000000,15,False,6905.82,6905.53,1
gpt-4o,3,1000000,15,False,6905.82,6904.03,1
gpt-4o,3,1000000,15,False,6905.82,6904.64,1
gpt-4o,3,1000000,30,True,4216.04,4216.04,1
gpt-4o,3,1000000,30,True,4216.04,4216.04,1
gpt-4o,3,1000000,30,True,4216.04,4216.04,1
gpt-4o,3,1000000,30,True,4216.04,4216.04,1
gpt-4o,3,1000000,30,True,4216.04,4216.04,1
gpt-4o,3,1000000,30,False,4216.04,4216.04,1
gpt-4o,3,1000000,30,False,4216.04,4216.04,1
gpt-4o,3,1000000,30,False,4216.04,4216.04,1
gpt-4o,3,1000000,30,False,4216.04,4216.04,1
gpt-4o,3,1000000,30,False,4216.04,4216.04,1
gpt-4o,3,1100000,15,True,7596.4,7596.4,1
gpt-4o,3,1100000,15,True,7596.4,7592.1,1
gpt-4o,3,1100000,15,True,7596.4,7605.9,1
gpt-4o,3,1100000,15,True,7596.4,7596.4,1
gpt-4o,3,1100000,15,True,7596.4,7596.4,1
gpt-4o,3,1100000,15,False,7596.4,7594.31,1
gpt-4o,3,1100000,15,False,7596.4,7594.81,1
gpt-4o,3,1100000,15,False,7596.4,7600.97,1
gpt-4o,3,1100000,15,False,7596.4,7596.85,1
gpt-4o,3,1100000,15,False,7596.4,7598.0,1
gpt-4o,3,1100000,30,True,4637.64,4641.44,1
gpt-4o,3,1100000,30,True,4637.64,4637.644371024016,1
gpt-4o,3,1100000,30,True,4637.64,4639.03,1
gpt-4o,3,1100000,30,True,4637.64,4637.64,1
gpt-4o,3,1100000,30,True,4637.64,4638.88,1
gpt-4o,3,1100000,30,False,4637.64,4641.865,1
gpt-4o,3,1100000,30,False,4637.64,4638.88,1
gpt-4o,3,1100000,30,False,4637.64,4642.23,1
gpt-4o,3,1100000,30,False,4637.64,4639.03,1
gpt-4o,3,1100000,30,False,4637.64,4640.65,1
gpt-4o,3,1200000,15,True,8286.98,8286.98,1
gpt-4o,3,1200000,15,True,8286.98,8286.98,1
gpt-4o,3,1200000,15,True,8286.98,8286.98,1
gpt-4o,3,1200000,15,True,8286.98,8295.27,1
gpt-4o,3,1200000,15,True,8286.98,8286.98,1
gpt-4o,3,1200000,15,False,8286.98,8295.16,1
gpt-4o,3,1200000,15,False,8286.98,8283.05,1
gpt-4o,3,1200000,15,False,8286.98,8284.0,1
gpt-4o,3,1200000,15,False,8286.98,8283.02,1
gpt-4o,3,1200000,15,False,8286.98,8298.04,1
gpt-4o,3,1200000,30,True,5059.25,5059.25,1
gpt-4o,3,1200000,30,True,5059.25,5056.82,1
gpt-4o,3,1200000,30,True,5059.25,5064.77,1
gpt-4o,3,1200000,30,True,5059.25,5059.25,1
gpt-4o,3,1200000,30,True,5059.25,5060.27,1
gpt-4o,3,1200000,30,False,5059.25,5065.0,1
gpt-4o,3,1200000,30,False,5059.25,5064.11,1
gpt-4o,3,1200000,30,False,5059.25,5065.0,1
gpt-4o,3,1200000,30,False,5059.25,5065.28,1
gpt-4o,3,1200000,30,False,5059.25,5065.41,1
gpt-4o,4,300000,15,True,2219.06,2219.06,1
gpt-4o,4,300000,15,True,2219.06,2219.06,1
gpt-4o,4,300000,15,True,2219.06,2219.06,1
gpt-4o,4,300000,15,True,2219.06,2219.06,1
gpt-4o,4,300000,15,True,2219.06,2219.06,1
gpt-4o,4,300000,15,False,2219.06,2219.06,1
gpt-4o,4,300000,15,False,2219.06,2219.0,1
gpt-4o,4,300000,15,False,2219.06,2219.06,1
gpt-4o,4,300000,15,False,2219.06,2219.0,1
gpt-4o,4,300000,15,False,2219.06,2219.06,1
gpt-4o,4,300000,30,True,1432.25,1432.25,1
gpt-4o,4,300000,30,True,1432.25,1432.25,1
gpt-4o,4,300000,30,True,1432.25,1432.25,1
gpt-4o,4,300000,30,True,1432.25,1432.25,1
gpt-4o,4,300000,30,True,1432.25,1432.25,1
gpt-4o,4,300000,30,False,1432.25,1432.25,1
gpt-4o,4,300000,30,False,1432.25,1432.25,1
gpt-4o,4,300000,30,False,1432.25,1432.25,1
gpt-4o,4,300000,30,False,1432.25,1432.25,1
gpt-4o,4,300000,30,False,1432.25,1432.25,1
gpt-4o,4,400000,15,True,2958.75,2959.96,1
gpt-4o,4,400000,15,True,2958.75,2958.75,1
gpt-4o,4,400000,15,True,2958.75,2958.0,1
gpt-4o,4,400000,15,True,2958.75,2959.750510709973,1
gpt-4o,4,400000,15,True,2958.75,2959.25,1
gpt-4o,4,400000,15,False,2958.75,2959.41,1
gpt-4o,4,400000,15,False,2958.75,2959.0,1
gpt-4o,4,400000,15,False,2958.75,2959.46,1
gpt-4o,4,400000,15,False,2958.75,2958.75,1
gpt-4o,4,400000,15,False,2958.75,2959.34,1
gpt-4o,4,400000,30,True,1909.66,1909.66,1
gpt-4o,4,400000,30,True,1909.66,1909.66,1
gpt-4o,4,400000,30,True,1909.66,1909.66,1
gpt-4o,4,400000,30,True,1909.66,1909.66,1
gpt-4o,4,400000,30,True,1909.66,1909.66,1
gpt-4o,4,400000,30,False,1909.66,1909.66,1
gpt-4o,4,400000,30,False,1909.66,1909.66,1
gpt-4o,4,400000,30,False,1909.66,1909.66,1
gpt-4o,4,400000,30,False,1909.66,1909.66,1
gpt-4o,4,400000,30,False,1909.66,1909.0,1
gpt-4o,4,500000,15,True,3698.44,3698.44,1
gpt-4o,4,500000,15,True,3698.44,3698.439628046289,1
gpt-4o,4,500000,15,True,3698.44,3698.0,1
gpt-4o,4,500000,15,True,3698.44,3698.44,1
gpt-4o,4,500000,15,True,3698.44,3698.439628046289,1
gpt-4o,4,500000,15,False,3698.44,3697.0,1
gpt-4o,4,500000,15,False,3698.44,3697.98,1
gpt-4o,4,500000,15,False,3698.44,3697.98,1
gpt-4o,4,500000,15,False,3698.44,3697.48,1
gpt-4o,4,500000,15,False,3698.44,3697.97,1
gpt-4o,4,500000,30,True,2387.08,2387.08,1
gpt-4o,4,500000,30,True,2387.08,2387.08,1
gpt-4o,4,500000,30,True,2387.08,2387.08,1
gpt-4o,4,500000,30,True,2387.08,2387.08,1
gpt-4o,4,500000,30,True,2387.08,2387.08,1
gpt-4o,4,500000,30,False,2387.08,2387.0,1
gpt-4o,4,500000,30,False,2387.08,2387.08,1
gpt-4o,4,500000,30,False,2387.08,2387.08,1
gpt-4o,4,500000,30,False,2387.08,2387.08,1
gpt-4o,4,500000,30,False,2387.08,2387.08,1
gpt-4o,4,600000,15,True,4438.13,4438.13,1
gpt-4o,4,600000,15,True,4438.13,4438.13,1
gpt-4o,4,600000,15,True,4438.13,4436.42,1
gpt-4o,4,600000,15,True,4438.13,4438.13,1
gpt-4o,4,600000,15,True,4438.13,4438.127553655548,1
gpt-4o,4,600000,15,False,4438.13,4438.13,1
gpt-4o,4,600000,15,False,4438.13,4439.38,1
gpt-4o,4,600000,15,False,4438.13,4438.33,1
gpt-4o,4,600000,15,False,4438.13,4439.27,1
gpt-4o,4,600000,15,False,4438.13,4436.51,1
gpt-4o,4,600000,30,True,2864.49,2864.49,1
gpt-4o,4,600000,30,True,2864.49,2864.49,1
gpt-4o,4,600000,30,True,2864.49,2864.49,1
gpt-4o,4,600000,30,True,2864.49,2864.49,1
gpt-4o,4,600000,30,True,2864.49,2864.491772792723,1
gpt-4o,4,600000,30,False,2864.49,2864.49,1
gpt-4o,4,600000,30,False,2864.49,2864.49,1
gpt-4o,4,600000,30,False,2864.49,2864.49,1
gpt-4o,4,600000,30,False,2864.49,2864.49,1
gpt-4o,4,600000,30,False,2864.49,2864.49,1
gpt-4o,4,700000,15,True,5177.82,5177.815479264805,1
gpt-4o,4,700000,15,True,5177.82,5177.815479264805,1
gpt-4o,4,700000,15,True,5177.82,5177.815479264805,1
gpt-4o,4,700000,15,True,5177.82,5177.815479264805,1
gpt-4o,4,700000,15,True,5177.82,5177.92,1
gpt-4o,4,700000,15,False,5177.82,5177.95,1
gpt-4o,4,700000,15,False,5177.82,5177.0,1
gpt-4o,4,700000,15,False,5177.82,5177.96,1
gpt-4o,4,700000,15,False,5177.82,5177.0,1
gpt-4o,4,700000,15,False,5177.82,5177.93,1
gpt-4o,4,700000,30,True,3341.91,3341.91,1
gpt-4o,4,700000,30,True,3341.91,3341.91,1
gpt-4o,4,700000,30,True,3341.91,3341.91,1
gpt-4o,4,700000,30,True,3341.91,3341.91,1
gpt-4o,4,700000,30,True,3341.91,3341.91,1
gpt-4o,4,700000,30,False,3341.91,3346.51,1
gpt-4o,4,700000,30,False,3341.91,3341.91,1
gpt-4o,4,700000,30,False,3341.91,3341.91,1
gpt-4o,4,700000,30,False,3341.91,3341.91,1
gpt-4o,4,700000,30,False,3341.91,3342.05,1
gpt-4o,4,800000,15,True,5917.5,5910.0,1
gpt-4o,4,800000,15,True,5917.5,5910.75,1
gpt-4o,4,800000,15,True,5917.5,5910.0,1
gpt-4o,4,800000,15,True,5917.5,5917.5,1
gpt-4o,4,800000,15,True,5917.5,5910.35,1
gpt-4o,4,800000,15,False,5917.5,5910.68,1
gpt-4o,4,800000,15,False,5917.5,5910.82,1
gpt-4o,4,800000,15,False,5917.5,5910.36,1
gpt-4o,4,800000,15,False,5917.5,5910.64,1
gpt-4o,4,800000,15,False,5917.5,5910.04,1
gpt-4o,4,800000,30,True,3819.32,3819.348,1
gpt-4o,4,800000,30,True,3819.32,3819.35,1
gpt-4o,4,800000,30,True,3819.32,3819.347,1
gpt-4o,4,800000,30,True,3819.32,3819.32,1
gpt-4o,4,800000,30,True,3819.32,3819.35,1
gpt-4o,4,800000,30,False,3819.32,3819.35,1
gpt-4o,4,800000,30,False,3819.32,3819.35,1
gpt-4o,4,800000,30,False,3819.32,3819.35,1
gpt-4o,4,800000,30,False,3819.32,3819.35,1
gpt-4o,4,800000,30,False,3819.32,3819.35,1
gpt-4o,4,900000,15,True,6657.19,6657.19,1
gpt-4o,4,900000,15,True,6657.19,6658.004831359302,1
gpt-4o,4,900000,15,True,6657.19,6659.53,1
gpt-4o,4,900000,15,True,6657.19,6645.86,1
gpt-4o,4,900000,15,True,6657.19,6648.6637,1
gpt-4o,4,900000,15,False,6657.19,6643.99,1
gpt-4o,4,900000,15,False,6657.19,6644.2131261759,1
gpt-4o,4,900000,15,False,6657.19,6649.26,1
gpt-4o,4,900000,15,False,6657.19,6648.39,1
gpt-4o,4,900000,15,False,6657.19,6648.61,1
gpt-4o,4,900000,30,True,4296.74,4295.25,1
gpt-4o,4,900000,30,True,4296.74,4295.85,1
gpt-4o,4,900000,30,True,4296.74,4293.28,1
gpt-4o,4,900000,30,True,4296.74,4295.06,1
gpt-4o,4,900000,30,True,4296.74,4296.74,1
gpt-4o,4,900000,30,False,4296.74,4295.27,1
gpt-4o,4,900000,30,False,4296.74,4295.18,1
gpt-4o,4,900000,30,False,4296.74,4294.57,1
gpt-4o,4,900000,30,False,4296.74,4295.26,1
gpt-4o,4,900000,30,False,4296.74,4295.18,1
gpt-4o,4,1000000,15,True,7396.88,7396.879256092578,1
gpt-4o,4,1000000,15,True,7396.88,7396.879256092578,1
gpt-4o,4,1000000,15,True,7396.88,7398.14,1
gpt-4o,4,1000000,15,True,7396.88,7396.879256092579,1
gpt-4o,4,1000000,15,True,7396.88,7396.88,1
gpt-4o,4,1000000,15,False,7396.88,7398.57,1
gpt-4o,4,1000000,15,False,7396.88,7398.59,1
gpt-4o,4,1000000,15,False,7396.88,7398.58,1
gpt-4o,4,1000000,15,False,7396.88,7398.58,1
gpt-4o,4,1000000,15,False,7396.88,7398.44,1
gpt-4o,4,1000000,30,True,4774.15,4774.15,1
gpt-4o,4,1000000,30,True,4774.15,4774.15,1
gpt-4o,4,1000000,30,True,4774.15,4774.15,1
gpt-4o,4,1000000,30,True,4774.15,4774.15,1
gpt-4o,4,1000000,30,True,4774.15,4774.15,1
gpt-4o,4,1000000,30,False,4774.15,4774.15,1
gpt-4o,4,1000000,30,False,4774.15,4774.15,1
gpt-4o,4,1000000,30,False,4774.15,4774.15,1
gpt-4o,4,1000000,30,False,4774.15,4774.15,1
gpt-4o,4,1000000,30,False,4774.15,4774.15,1
gpt-4o,4,1100000,15,True,8136.57,8139.63,1
gpt-4o,4,1100000,15,True,8136.57,8136.57,1
gpt-4o,4,1100000,15,True,8136.57,8136.57,1
gpt-4o,4,1100000,15,True,8136.57,8136.57,1
gpt-4o,4,1100000,15,True,8136.57,81484.52,1
gpt-4o,4,1100000,15,False,8136.57,8132.44,1
gpt-4o,4,1100000,15,False,8136.57,8135.87,1
gpt-4o,4,1100000,15,False,8136.57,8133.97,1
gpt-4o,4,1100000,15,False,8136.57,8148.38,1
gpt-4o,4,1100000,15,False,8136.57,8137.2,1
gpt-4o,4,1100000,30,True,5251.57,5251.57,1
gpt-4o,4,1100000,30,True,5251.57,5251.57,1
gpt-4o,4,1100000,30,True,5251.57,5253.46,1
gpt-4o,4,1100000,30,True,5251.57,5251.57,1
gpt-4o,4,1100000,30,True,5251.57,5251.57,1
gpt-4o,4,1100000,30,False,5251.57,5252.44,1
gpt-4o,4,1100000,30,False,5251.57,5259.0,1
gpt-4o,4,1100000,30,False,5251.57,5253.08,1
gpt-4o,4,1100000,30,False,5251.57,5253.6,1
gpt-4o,4,1100000,30,False,5251.57,5252.78,1
gpt-4o,4,1200000,15,True,8876.26,8876.255107311094,1
gpt-4o,4,1200000,15,True,8876.26,8877.65,1
gpt-4o,4,1200000,15,True,8876.26,8878.49,1
gpt-4o,4,1200000,15,True,8876.26,8876.26,1
gpt-4o,4,1200000,15,True,8876.26,8879.36,1
gpt-4o,4,1200000,15,False,8876.26,8878.31,1
gpt-4o,4,1200000,15,False,8876.26,8878.0,1
gpt-4o,4,1200000,15,False,8876.26,8878.49,1
gpt-4o,4,1200000,15,False,8876.26,8878.47,1
gpt-4o,4,1200000,15,False,8876.26,8878.22,1
gpt-4o,4,1200000,30,True,5728.98,5728.983545585446,1
gpt-4o,4,1200000,30,True,5728.98,5728.98,1
gpt-4o,4,1200000,30,True,5728.98,5736.08,1
gpt-4o,4,1200000,30,True,5728.98,5732.77,1
gpt-4o,4,1200000,30,True,5728.98,5728.98,1
gpt-4o,4,1200000,30,False,5728.98,5730.02,1
gpt-4o,4,1200000,30,False,5728.98,5731.45,1
gpt-4o,4,1200000,30,False,5728.98,5728.14,1
gpt-4o,4,1200000,30,False,5728.98,5731.45,1
gpt-4o,4,1200000,30,False,5728.98,5730.2,1
gpt-4o,5,300000,15,True,2372.38,2372.38,1
gpt-4o,5,300000,15,True,2372.38,2372.347029035816,1
gpt-4o,5,300000,15,True,2372.38,2372.38,1
gpt-4o,5,300000,15,True,2372.38,2372.63,1
gpt-4o,5,300000,15,True,2372.38,2372.38,1
gpt-4o,5,300000,15,False,2372.38,2372.37,1
gpt-4o,5,300000,15,False,2372.38,2372.63,1
gpt-4o,5,300000,15,False,2372.38,2372.64,1
gpt-4o,5,300000,15,False,2372.38,2372.64,1
gpt-4o,5,300000,15,False,2372.38,2372.64,1
gpt-4o,5,300000,30,True,1610.46,1610.46,1
gpt-4o,5,300000,30,True,1610.46,1610.4648690364193,1
gpt-4o,5,300000,30,True,1610.46,1610.4648690364195,1
gpt-4o,5,300000,30,True,1610.46,1610.46,1
gpt-4o,5,300000,30,True,1610.46,1610.46,1
gpt-4o,5,300000,30,False,1610.46,1610.46,1
gpt-4o,5,300000,30,False,1610.46,1610.46,1
gpt-4o,5,300000,30,False,1610.46,1610.46,1
gpt-4o,5,300000,30,False,1610.46,1610.46,1
gpt-4o,5,300000,30,False,1610.46,1610.46,1
gpt-4o,5,400000,15,True,3163.17,3163.24,1
gpt-4o,5,400000,15,True,3163.17,3166.53,1
gpt-4o,5,400000,15,True,3163.17,3164.09,1
gpt-4o,5,400000,15,True,3163.17,3164.12,1
gpt-4o,5,400000,15,True,3163.17,3163.174506966186,1
gpt-4o,5,400000,15,False,3163.17,3165.06,1
gpt-4o,5,400000,15,False,3163.17,3167.0,1
gpt-4o,5,400000,15,False,3163.17,3163.15,1
gpt-4o,5,400000,15,False,3163.17,3163.04,1
gpt-4o,5,400000,15,False,3163.17,3166.25,1
gpt-4o,5,400000,30,True,2147.29,2147.29,1
gpt-4o,5,400000,30,True,2147.29,2147.29,1
gpt-4o,5,400000,30,True,2147.29,2147.29,1
gpt-4o,5,400000,30,True,2147.29,2147.29,1
gpt-4o,5,400000,30,True,2147.29,2147.29,1
gpt-4o,5,400000,30,False,2147.29,2147.29,1
gpt-4o,5,400000,30,False,2147.29,2147.29,1
gpt-4o,5,400000,30,False,2147.29,2147.29,1
gpt-4o,5,400000,30,False,2147.29,2147.29,1
gpt-4o,5,400000,30,False,2147.29,2147.0,1
gpt-4o,5,500000,15,True,3953.97,3950.0,1
gpt-4o,5,500000,15,True,3953.97,3953.97,1
gpt-4o,5,500000,15,True,3953.97,3953.9681337077322,1
gpt-4o,5,500000,15,True,3953.97,3959.0,1
gpt-4o,5,500000,15,True,3953.97,3953.97,1
gpt-4o,5,500000,15,False,3953.97,3953.11,1
gpt-4o,5,500000,15,False,3953.97,3953.96,1
gpt-4o,5,500000,15,False,3953.97,3959.27,1
gpt-4o,5,500000,15,False,3953.97,3950.95,1
gpt-4o,5,500000,15,False,3953.97,3959.28,1
gpt-4o,5,500000,30,True,2684.11,2684.11,1
gpt-4o,5,500000,30,True,2684.11,2684.0,1
gpt-4o,5,500000,30,True,2684.11,2684.11,1
gpt-4o,5,500000,30,True,2684.11,2684.11,1
gpt-4o,5,500000,30,True,2684.11,2684.11,1
gpt-4o,5,500000,30,False,2684.11,2684.11,1
gpt-4o,5,500000,30,False,2684.11,2684.11,1
gpt-4o,5,500000,30,False,2684.11,2684.11,1
gpt-4o,5,500000,30,False,2684.11,2684.11,1
gpt-4o,5,500000,30,False,2684.11,2684.11,1
gpt-4o,5,600000,15,True,4744.76,4744.761760449279,1
gpt-4o,5,600000,15,True,4744.76,4749.49,1
gpt-4o,5,600000,15,True,4744.76,4747.1,1
gpt-4o,5,600000,15,True,4744.76,4744.76,1
gpt-4o,5,600000,15,True,4744.76,4742.97,1
gpt-4o,5,600000,15,False,4744.76,4743.86,1
gpt-4o,5,600000,15,False,4744.76,4749.99,1
gpt-4o,5,600000,15,False,4744.76,4743.038,1
gpt-4o,5,600000,15,False,4744.76,4749.47,1
gpt-4o,5,600000,15,False,4744.76,4749.0,1
gpt-4o,5,600000,30,True,3220.93,3220.93,1
gpt-4o,5,600000,30,True,3220.93,3221.0,1
gpt-4o,5,600000,30,True,3220.93,3221.36,1
gpt-4o,5,600000,30,True,3220.93,3221.04,1
gpt-4o,5,600000,30,True,3220.93,3221.8489019468925,1
gpt-4o,5,600000,30,False,3220.93,3220.93,1
gpt-4o,5,600000,30,False,3220.93,3221.17,1
gpt-4o,5,600000,30,False,3220.93,3221.46,1
gpt-4o,5,600000,30,False,3220.93,3220.93,1
gpt-4o,5,600000,30,False,3220.93,3221.09,1
gpt-4o,5,700000,15,True,5535.56,5529.99,1
gpt-4o,5,700000,15,True,5535.56,5548.42,1
gpt-4o,5,700000,15,True,5535.56,5535.55,1
gpt-4o,5,700000,15,True,5535.56,5540.76,1
gpt-4o,5,700000,15,True,5535.56,5548.17,1
gpt-4o,5,700000,15,False,5535.56,5530.33,1
gpt-4o,5,700000,15,False,5535.56,5546.23,1
gpt-4o,5,700000,15,False,5535.56,5538.0,1
gpt-4o,5,700000,15,False,5535.56,5540.99,1
gpt-4o,5,700000,15,False,5535.56,5542.97,1
gpt-4o,5,700000,30,True,3757.75,3757.75,1
gpt-4o,5,700000,30,True,3757.75,3756.227,1
gpt-4o,5,700000,30,True,3757.75,3759.61,1
gpt-4o,5,700000,30,True,3757.75,3757.75,1
gpt-4o,5,700000,30,True,3757.75,3758.14,1
gpt-4o,5,700000,30,False,3757.75,3759.0,1
gpt-4o,5,700000,30,False,3757.75,3759.33,1
gpt-4o,5,700000,30,False,3757.75,3759.33,1
gpt-4o,5,700000,30,False,3757.75,3757.03,1
gpt-4o,5,700000,30,False,3757.75,3759.33,1
gpt-4o,5,800000,15,True,6326.35,6339.64,1
gpt-4o,5,800000,15,True,6326.35,6326.35,1
gpt-4o,5,800000,15,True,6326.35,6326.349013932372,1
gpt-4o,5,800000,15,True,6326.35,6339.0,1
gpt-4o,5,800000,15,True,6326.35,6328.75,1
gpt-4o,5,800000,15,False,6326.35,6326.0,1
gpt-4o,5,800000,15,False,6326.35,6329.0,1
gpt-4o,5,800000,15,False,6326.35,6328.0,1
gpt-4o,5,800000,15,False,6326.35,6327.27,1
gpt-4o,5,800000,15,False,6326.35,6328.0,1
gpt-4o,5,800000,30,True,4294.57,4294.57,1
gpt-4o,5,800000,30,True,4294.57,4294.57,1
gpt-4o,5,800000,30,True,4294.57,4294.572984097119,1
gpt-4o,5,800000,30,True,4294.57,4294.57,1
gpt-4o,5,800000,30,True,4294.57,4294.572984097119,1
gpt-4o,5,800000,30,False,4294.57,4294.57,1
gpt-4o,5,800000,30,False,4294.57,4294.57,1
gpt-4o,5,800000,30,False,4294.57,4294.57,1
gpt-4o,5,800000,30,False,4294.57,4294.57,1
gpt-4o,5,800000,30,False,4294.57,4294.57,1
gpt-4o,5,900000,15,True,7117.14,7114.15,1
gpt-4o,5,900000,15,True,7117.14,7113.46,1
gpt-4o,5,900000,15,True,7117.14,7118.31,1
gpt-4o,5,900000,15,True,7117.14,7110.38,1
gpt-4o,5,900000,15,True,7117.14,7113.75,1
gpt-4o,5,900000,15,False,7117.14,7116.86,1
gpt-4o,5,900000,15,False,7117.14,7115.12,1
gpt-4o,5,900000,15,False,7117.14,7118.31,1
gpt-4o,5,900000,15,False,7117.14,7113.52,1
gpt-4o,5,900000,15,False,7117.14,7111.0,1
gpt-4o,5,900000,30,True,4831.39,4831.394607109258,1
gpt-4o,5,900000,30,True,4831.39,4831.39,1
gpt-4o,5,900000,30,True,4831.39,4831.394607109258,1
gpt-4o,5,900000,30,True,4831.39,4832.0,1
gpt-4o,5,900000,30,True,4831.39,4832.05,1
gpt-4o,5,900000,30,False,4831.39,4832.84,1
gpt-4o,5,900000,30,False,4831.39,4831.03,1
gpt-4o,5,900000,30,False,4831.39,4830.39,1
gpt-4o,5,900000,30,False,4831.39,4831.02,1
gpt-4o,5,900000,30,False,4831.39,4832.14,1
gpt-4o,5,1000000,15,True,7907.94,7907.9362674154645,1
gpt-4o,5,1000000,15,True,7907.94,79079.0,1
gpt-4o,5,1000000,15,True,7907.94,7907.27,1
gpt-4o,5,1000000,15,True,7907.94,79079.41,1
gpt-4o,5,1000000,15,True,7907.94,7907.96,1
gpt-4o,5,1000000,15,False,7907.94,79079.43,1
gpt-4o,5,1000000,15,False,7907.94,79079.18,1
gpt-4o,5,1000000,15,False,7907.94,79079.18,1
gpt-4o,5,1000000,15,False,7907.94,79079.18,1
gpt-4o,5,1000000,15,False,7907.94,79079.18,1
gpt-4o,5,1000000,30,True,5368.22,5368.22,1
gpt-4o,5,1000000,30,True,5368.22,5368.22,1
gpt-4o,5,1000000,30,True,5368.22,5368.22,1
